time,Device,Device01,Device02,Device03,Device04,Device05,Device06,Device07,Device08,Device09,Device10,Device11,Device12,Device13,Device14,Device15,Device16,Device17,Device18,Device19,Device20
4.4760141,3.7243013e-10,20.854102,20.430321,20.228197,20.158742,20.14604,20.139711,22.76108,20.862021,20.365889,20.209782,20.153383,20.137891,23.464099,21.047473,20.380325,20.222015,20.150411,20.135116,20.129946,20.128819
4.5127498,4.2499598e-10,20.860833,20.435028,20.231028,20.160761,20.147873,20.141471,22.768688,20.869017,20.370205,20.21244,20.155338,20.139644,23.469554,21.056816,20.38454,20.22468,20.152301,20.136826,20.131593,20.130451
4.5494854,4.8587194e-10,20.866853,20.439157,20.23333,20.162255,20.149181,20.142707,22.773519,20.875302,20.37397,20.214571,20.156768,20.140873,23.469678,21.065398,20.388202,20.226815,20.153666,20.138012,20.132717,20.131559
4.586221,5.586752e-10,20.873453,20.443813,20.236169,20.16428,20.151019,20.144472,22.780172,20.882157,20.378269,20.217237,20.158729,20.142631,23.472943,21.074653,20.392412,20.229485,20.155561,20.139729,20.13437,20.133198
4.6229567,6.3828255e-10,20.879312,20.447878,20.238473,20.165775,20.152327,20.145707,22.784859,20.888405,20.38203,20.219376,20.160161,20.143861,23.471692,21.083218,20.396067,20.231617,20.156926,20.140915,20.135494,20.134306
4.6596923,7.2832861e-10,20.885743,20.452458,20.241302,20.167791,20.154153,20.147461,22.79135,20.895217,20.386314,20.222039,20.162113,20.145609,23.473461,21.092449,20.400261,20.234274,20.158811,20.142621,20.137138,20.135934
4.6964279,8.2039883e-10,20.891274,20.456291,20.243449,20.169131,20.155304,20.14854,22.794392,20.901134,20.389883,20.224023,20.16339,20.146683,23.468305,21.100683,20.40374,20.236246,20.16002,20.143653,20.138106,20.136888
4.7331636,9.2220151e-10,20.897586,20.460875,20.24636,20.171229,20.157211,20.150375,22.797668,20.907702,20.394199,20.226767,20.165424,20.148513,23.46432,21.10965,20.407983,20.238977,20.161984,20.145439,20.13983,20.138597
4.761904,9.968457e-10,20.9014,20.463511,20.247751,20.171994,20.157827,20.150935,22.796084,20.91172,20.396655,20.228032,20.166139,20.149069,23.453116,21.115393,20.410377,20.240226,20.162645,20.145962,20.140304,20.139059
4.7906444,1.0821919e-09,20.906703,20.467414,20.250373,20.173977,20.159658,20.15271,22.799425,20.917209,20.400364,20.230523,20.168071,20.150841,23.450698,21.122827,20.414049,20.242708,20.164523,20.1477,20.141994,20.140736
4.8151927,1.1441264e-09,20.911216,20.470177,20.251723,20.174648,20.160199,20.153182,22.801405,20.921822,20.402824,20.231689,20.168672,20.151289,23.443675,21.129272,20.416612,20.24396,20.165106,20.14813,20.142371,20.141102
4.839741,1.2167152e-09,20.917195,20.474185,20.254276,20.17651,20.161928,20.154841,22.808372,20.927885,20.406509,20.234052,20.170462,20.152924,23.445516,21.137386,20.420427,20.246416,20.166879,20.149748,20.143937,20.142655
4.8642894,1.2763238e-09,20.92188,20.477092,20.255795,20.17735,20.162636,20.155479,22.810876,20.932652,20.409125,20.235387,20.17123,20.153538,23.438508,21.144016,20.42316,20.247836,20.167629,20.150345,20.144482,20.143188
4.8912925,1.3482307e-09,20.927446,20.480951,20.258249,20.179086,20.16424,20.157008,22.814581,20.938219,20.412701,20.237668,20.172907,20.155044,23.433578,21.151626,20.426821,20.250167,20.169272,20.151827,20.145908,20.144601
4.920996,1.4142204e-09,20.932656,20.484419,20.26023,20.180288,20.165297,20.157982,22.815611,20.943428,20.415884,20.239464,20.174042,20.155993,23.421826,21.158941,20.430095,20.252012,20.17037,20.15275,20.14677,20.145448
4.9536698,1.4883735e-09,20.939103,20.488844,20.263023,20.182218,20.167066,20.159659,22.819292,20.949871,20.419998,20.242052,20.1759,20.157644,23.412953,21.167802,20.434334,20.254655,20.172185,20.154371,20.148324,20.146986
4.9863436,1.5483605e-09,20.945223,20.492752,20.265306,20.183642,20.168328,20.16083,22.82184,20.955728,20.423576,20.24413,20.177249,20.158787,23.403487,21.176357,20.438076,20.256789,20.173492,20.155485,20.14937,20.148017
5.0190174,1.6091011e-09,20.952019,20.497234,20.268172,20.185644,20.170167,20.162578,22.826861,20.962258,20.427733,20.246789,20.179177,20.160508,23.398253,21.185674,20.44242,20.259506,20.175377,20.157175,20.150994,20.149625
5.0516912,1.6530429e-09,20.957977,20.500992,20.270377,20.186995,20.171354,20.163675,22.829293,20.967947,20.431193,20.248793,20.180454,20.161578,23.387834,21.194012,20.446071,20.261561,20.17661,20.158216,20.151967,20.150582
5.084365,1.6978829e-09,20.964571,20.505296,20.273135,20.188895,20.173088,20.165319,22.832855,20.974218,20.435196,20.251348,20.182279,20.163194,23.379125,21.202961,20.450287,20.264168,20.178389,20.159801,20.153486,20.152085
5.1203062,1.7296e-09,20.971037,20.509341,20.275546,20.190372,20.174383,20.166514,22.834411,20.980321,20.438938,20.25354,20.183673,20.16436,23.365092,21.211871,20.454272,20.266412,20.179733,20.160933,20.154544,20.153125
5.1562474,1.7632758e-09,20.978234,20.514,20.278583,20.192473,20.176299,20.168331,22.83859,20.987149,20.443295,20.256358,20.18569,20.166147,23.355741,21.221592,20.458904,20.269285,20.1817,20.162687,20.156224,20.154788
5.1921886,1.7799186e-09,20.984813,20.518024,20.281033,20.193994,20.177635,20.169569,22.844062,20.993694,20.447085,20.258599,20.187127,20.167354,23.347262,21.230713,20.462938,20.27157,20.183085,20.16386,20.157323,20.15587
5.2281297,1.8045565e-09,20.992369,20.522864,20.284302,20.19633,20.179783,20.171618,22.852847,21.001206,20.451686,20.261658,20.189378,20.169373,23.344827,21.240927,20.467822,20.274677,20.185284,20.165846,20.159235,20.157764
5.2576051,1.8070768e-09,20.997423,20.525845,20.28607,20.197347,20.180646,20.172401,22.856481,21.006217,20.454499,20.26326,20.190326,20.170132,23.337031,21.247954,20.470871,20.276312,20.186187,20.166577,20.159906,20.15842
5.2870804,1.8237591e-09,21.001611,20.528945,20.288524,20.199247,20.182395,20.174097,22.857303,21.010347,20.457647,20.265646,20.192189,20.171828,23.328908,21.253769,20.474055,20.278566,20.187956,20.168226,20.16151,20.160013
5.3165558,1.8223864e-09,21.004589,20.530999,20.290003,20.200187,20.183186,20.174836,22.854419,21.013259,20.459776,20.267063,20.193094,20.172567,23.315013,21.258144,20.476215,20.279844,20.188765,20.168917,20.162157,20.160648
5.3460311,1.8348741e-09,21.008701,20.533989,20.292397,20.202033,20.18488,20.176478,22.8552,21.017296,20.462828,20.269393,20.194904,20.174209,23.307393,21.263809,20.479333,20.282041,20.190481,20.170512,20.163708,20.162187
5.3755064,1.8355677e-09,21.013369,20.536836,20.294367,20.203345,20.185988,20.17753,22.858716,21.022099,20.465676,20.27124,20.196146,20.175265,23.302161,21.27015,20.482263,20.283791,20.191632,20.171522,20.164667,20.163134
5.4079293,1.8442046e-09,21.019154,20.540497,20.297066,20.205317,20.187733,20.179216,22.864796,21.028022,20.469331,20.273805,20.198041,20.176955,23.300344,21.277845,20.486039,20.28625,20.193428,20.173161,20.166251,20.164704
5.4435944,1.8426028e-09,21.024798,20.543878,20.299444,20.206907,20.189075,20.180492,22.869365,21.033803,20.472718,20.27604,20.199547,20.178235,23.295546,21.285436,20.489577,20.288367,20.194824,20.174386,20.167415,20.165853
5.4792596,1.8484216e-09,21.030885,20.547772,20.302355,20.209024,20.190939,20.182289,22.875736,21.040254,20.476621,20.278804,20.201579,20.18004,23.290755,21.293342,20.493626,20.291008,20.196743,20.176134,20.169101,20.167524
5.5149248,1.8433036e-09,21.036323,20.551075,20.304731,20.210618,20.19228,20.183564,22.880055,21.046036,20.479946,20.281037,20.203088,20.181321,23.283182,21.300454,20.497118,20.293117,20.198138,20.177359,20.170266,20.168673
5.5505899,1.8465788e-09,21.042456,20.554935,20.307671,20.212776,20.194183,20.1854,22.886621,21.052497,20.483817,20.283835,20.205161,20.183165,23.279879,21.308324,20.501197,20.295795,20.200097,20.179147,20.171992,20.170384
5.5862551,1.8408361e-09,21.048095,20.558316,20.310177,20.214511,20.19566,20.186811,22.893495,21.058602,20.487252,20.286212,20.206812,20.184587,23.278511,21.315772,20.504837,20.298043,20.201631,20.180511,20.173295,20.171671
5.6219202,1.8412234e-09,21.054271,20.562118,20.313113,20.216677,20.197568,20.188652,22.902005,21.065227,20.491098,20.28902,20.208896,20.186439,23.280504,21.323805,20.508926,20.300727,20.203596,20.182305,20.175028,20.173389
5.6575854,1.8320176e-09,21.059869,20.565391,20.315567,20.218375,20.199008,20.190025,22.908616,21.071251,20.494421,20.291353,20.210511,20.187823,23.280417,21.331125,20.512514,20.302934,20.205092,20.183632,20.176293,20.174639
5.6932505,1.8261871e-09,21.065757,20.568881,20.318246,20.220301,20.200673,20.191624,22.914165,21.077299,20.497907,20.293905,20.212355,20.189436,23.279803,21.338518,20.516318,20.305368,20.206815,20.185185,20.177785,20.176115
5.7289157,1.815778e-09,21.071378,20.572108,20.320696,20.222009,20.20212,20.193004,22.918819,21.083058,20.501129,20.296233,20.21398,20.19083,23.278826,21.345563,20.519885,20.307578,20.20832,20.18652,20.179059,20.177374
5.7645808,1.8077622e-09,21.077196,20.57547,20.323297,20.223874,20.203723,20.194541,22.924002,21.088993,20.504479,20.298714,20.215764,20.192381,23.27976,21.352791,20.52361,20.309946,20.20998,20.188012,20.18049,20.178789
5.800246,1.7976667e-09,21.083552,20.578974,20.325894,20.225664,20.205239,20.195975,22.931564,21.095267,20.507703,20.301033,20.217399,20.193794,23.284219,21.360491,20.527327,20.31221,20.211511,20.18937,20.181788,20.180071
5.8359112,1.7895063e-09,21.089989,20.582517,20.328548,20.227518,20.206819,20.197473,22.939345,21.101601,20.510958,20.303411,20.219099,20.195271,23.289975,21.368243,20.531104,20.314537,20.213105,20.190793,20.18315,20.181418
5.8715763,1.7808428e-09,21.096326,20.585944,20.331109,20.229291,20.208318,20.198889,22.946797,21.107814,20.514094,20.305701,20.220718,20.196667,23.296205,21.375842,20.534788,20.31678,20.214617,20.192135,20.18443,20.182683
5.910808,1.7736174e-09,21.102217,20.589198,20.333722,20.231201,20.210007,20.200491,22.950291,21.112948,20.516986,20.308109,20.222528,20.198251,23.300245,21.382806,20.538407,20.319108,20.216287,20.193647,20.185883,20.184121
5.9500397,1.7680672e-09,21.108151,20.592456,20.336355,20.233143,20.211727,20.202123,22.953929,21.118113,20.519875,20.310541,20.224369,20.199865,23.305502,21.389781,20.542051,20.321465,20.217986,20.195188,20.187367,20.185589
5.9892713,1.7646946e-09,21.114171,20.595765,20.339048,20.235155,20.213515,20.203823,22.957797,21.123361,20.522805,20.313035,20.22628,20.20155,23.311889,21.396817,20.545762,20.323891,20.219755,20.1968,20.18892,20.187127
6.028503,1.7647954e-09,21.120158,20.599086,20.341835,20.237289,20.215425,20.205646,22.96161,21.128615,20.525817,20.315644,20.228315,20.203357,23.322121,21.403966,20.549581,20.326437,20.221647,20.198534,20.190596,20.188787
6.0677347,1.762704e-09,21.125887,20.602177,20.344411,20.239226,20.217136,20.20727,22.964579,21.133606,20.528593,20.318044,20.230152,20.204966,23.331103,21.410765,20.55318,20.32878,20.22334,20.20007,20.192073,20.190249
6.1069663,1.7673642e-09,21.132025,20.605605,20.347313,20.241493,20.219177,20.209223,22.968751,21.139014,20.53169,20.32077,20.232321,20.206906,23.341669,21.418007,20.557123,20.331456,20.225363,20.201936,20.193881,20.192042
6.146198,1.7667076e-09,21.13763,20.608571,20.349776,20.24334,20.220796,20.210756,22.970799,21.143669,20.534242,20.323044,20.234066,20.208425,23.348971,21.424487,20.560601,20.333701,20.226964,20.203381,20.195268,20.193414
6.1854297,1.7733133e-09,21.14364,20.61188,20.352566,20.245525,20.222751,20.212624,22.974136,21.148744,20.537123,20.325649,20.23615,20.21028,23.357513,21.431398,20.564428,20.336285,20.228903,20.205164,20.196993,20.195123
6.2246613,1.7748635e-09,21.14911,20.61473,20.354912,20.247287,20.224283,20.214071,22.97591,21.153279,20.539548,20.32782,20.237812,20.211715,23.362931,21.437644,20.567801,20.33844,20.230419,20.206525,20.198296,20.196411
6.263893,1.7849823e-09,21.154945,20.617965,20.357647,20.249451,20.226217,20.215918,22.978209,21.158153,20.542368,20.33039,20.239875,20.213551,23.369918,21.444455,20.571598,20.341001,20.232337,20.208287,20.200001,20.1981
6.2991378,1.7869678e-09,21.159506,20.620301,20.359556,20.250868,20.227427,20.217052,22.978411,21.16185,20.544341,20.33216,20.241204,20.214674,23.372881,21.449743,20.574442,20.342765,20.233533,20.209345,20.201007,20.199093
6.3343825,1.8005655e-09,21.164865,20.623317,20.362105,20.252931,20.229283,20.218831,22.981093,21.166363,20.546976,20.334574,20.243178,20.216444,23.379511,21.455952,20.577968,20.345185,20.235376,20.211049,20.202659,20.200731
6.3696273,1.8025545e-09,21.170348,20.62587,20.363902,20.254198,20.230351,20.219821,22.984688,21.171158,20.549283,20.336389,20.244442,20.217461,23.385629,21.462561,20.581248,20.347057,20.236503,20.211996,20.203542,20.201597
6.404872,1.8202045e-09,21.17693,20.629357,20.366581,20.256351,20.232302,20.221695,22.991559,21.177078,20.552505,20.339088,20.246592,20.219363,23.397101,21.470447,20.585466,20.349828,20.238515,20.213828,20.205309,20.203348
6.4401168,1.8233336e-09,21.182292,20.631823,20.368281,20.25755,20.233303,20.222619,22.994967,21.181782,20.554733,20.340817,20.24779,20.220314,23.403084,21.476879,20.588661,20.351628,20.239574,20.214709,20.206126,20.204148
6.4753615,1.8419053e-09,21.187848,20.634954,20.370855,20.259678,20.235216,20.224454,23.000373,21.187419,20.55783,20.343399,20.249863,20.222159,23.411036,21.483842,20.592617,20.354286,20.241534,20.216499,20.207853,20.205859
6.5106063,1.8469654e-09,21.192332,20.637201,20.372573,20.260975,20.236299,20.22546,23.002663,21.191988,20.560062,20.345133,20.251107,20.223175,23.414025,21.48951,20.595675,20.356097,20.242663,20.217459,20.208751,20.206742
6.545851,1.8675034e-09,21.198004,20.640457,20.375231,20.26321,20.23832,20.227403,23.008304,21.197769,20.563277,20.347805,20.25329,20.225129,23.422382,21.496573,20.599738,20.358863,20.244732,20.219357,20.210587,20.208562
6.5810958,1.8726037e-09,21.202845,20.642779,20.376895,20.264458,20.239351,20.228357,23.011866,21.202469,20.565487,20.34947,20.254483,20.226095,23.427293,21.502629,20.602793,20.360629,20.24581,20.220267,20.211435,20.209393
6.6163405,1.8974336e-09,21.209159,20.646349,20.379725,20.266868,20.241543,20.230472,23.019533,21.208667,20.568915,20.352299,20.256839,20.228222,23.438829,21.510421,20.607095,20.363578,20.248051,20.222337,20.213443,20.211385
6.6438707,1.8994736e-09,21.212624,20.647933,20.380782,20.267621,20.242129,20.230998,23.021351,21.212037,20.57042,20.353362,20.257554,20.228759,23.440886,21.514771,20.609242,20.364733,20.248675,20.22283,20.213887,20.211817
6.6714008,1.9186686e-09,21.217398,20.650648,20.382906,20.269433,20.243772,20.23258,23.025319,21.216735,20.573062,20.355497,20.259326,20.230351,23.445005,21.520488,20.612511,20.366964,20.250356,20.224378,20.215387,20.213304
6.7016839,1.9271208e-09,21.221543,20.652721,20.38436,20.270565,20.24472,20.233462,23.02666,21.220796,20.575078,20.356967,20.260417,20.231246,23.444682,21.52545,20.615179,20.368542,20.251346,20.225222,20.216179,20.214082
6.7349953,1.9455338e-09,21.226776,20.655581,20.386494,20.272346,20.246298,20.234968,23.030057,21.225955,20.577862,20.359117,20.262154,20.232767,23.447535,21.531705,20.61869,20.370824,20.252972,20.226689,20.217586,20.215474
6.7683068,1.9591908e-09,21.231715,20.658142,20.388312,20.27382,20.247569,20.236167,23.034025,21.23095,20.580354,20.36095,20.263586,20.233982,23.450028,21.537562,20.621874,20.372793,20.254292,20.227848,20.218687,20.21656
6.8049494,1.9776502e-09,21.237429,20.661218,20.390539,20.275676,20.249203,20.237722,23.03931,21.236747,20.58335,20.363193,20.265398,20.235556,23.454499,21.544333,20.625627,20.3752,20.255981,20.229361,20.220136,20.217992
6.8415919,1.9909816e-09,21.242804,20.664032,20.392494,20.277275,20.250582,20.239022,23.043717,21.242223,20.586089,20.365166,20.266955,20.236876,23.457495,21.550709,20.629106,20.377347,20.257415,20.23062,20.22133,20.219169
6.8782345,2.0054109e-09,21.247007,20.666631,20.394566,20.279068,20.252152,20.240517,23.043203,21.246301,20.588506,20.367144,20.268654,20.238374,23.455681,21.555373,20.632222,20.379493,20.259005,20.232063,20.222716,20.22054
6.9148771,2.0156527e-09,21.250992,20.66907,20.396461,20.280695,20.253558,20.241848,23.042209,21.250178,20.590764,20.368944,20.270189,20.23971,23.453786,21.559785,20.635163,20.381473,20.260432,20.233343,20.22394,20.221748
6.9515197,2.0295268e-09,21.255332,20.671831,20.398636,20.282608,20.255251,20.243466,23.042378,21.254433,20.593333,20.371023,20.272011,20.241334,23.454849,21.564615,20.638411,20.383746,20.262148,20.234912,20.225451,20.223243
6.9881623,2.0401573e-09,21.260711,20.674813,20.400653,20.284268,20.256678,20.24482,23.044385,21.25925,20.596,20.372984,20.273629,20.242716,23.458794,21.570356,20.641796,20.385907,20.263632,20.236226,20.226703,20.224478
7.0248049,2.0595143e-09,21.266558,20.678218,20.403046,20.286308,20.258485,20.246554,23.047762,21.264554,20.599072,20.375316,20.275627,20.24448,23.466125,21.576646,20.645586,20.388454,20.265498,20.237921,20.228335,20.226093
7.0614475,2.0747341e-09,21.271585,20.680966,20.404793,20.287715,20.259663,20.24766,23.048868,21.269045,20.601498,20.377001,20.276995,20.245617,23.470402,21.581978,20.648699,20.390361,20.266735,20.238989,20.22934,20.227082
7.09809,2.1073793e-09,21.276984,20.684392,20.407222,20.289806,20.261525,20.24945,23.049785,21.274144,20.604624,20.379367,20.27905,20.24744,23.473496,21.587615,20.65248,20.392955,20.268658,20.240743,20.231031,20.228756
7.1297847,2.1306149e-09,21.280604,20.686504,20.408497,20.290803,20.262328,20.250191,23.047739,21.277511,20.606493,20.380588,20.280019,20.24821,23.471711,21.591268,20.65488,20.394376,20.269513,20.241453,20.231687,20.229398
7.1614794,2.177191e-09,21.285578,20.689759,20.410835,20.292851,20.264181,20.251982,23.049373,21.282246,20.609469,20.382862,20.282039,20.250033,23.477122,21.596518,20.658416,20.396871,20.271422,20.243214,20.233394,20.23109
7.193174,2.2146764e-09,21.289351,20.691999,20.412195,20.293935,20.265074,20.252814,23.050744,21.285959,20.611459,20.384158,20.283098,20.250897,23.48463,21.600815,20.660947,20.398388,20.272369,20.244017,20.234143,20.231825
7.2248687,2.2771743e-09,21.294542,20.695432,20.414668,20.296117,20.267064,20.254743,23.055873,21.291102,20.614606,20.386556,20.285256,20.252861,23.499517,21.606783,20.664667,20.401029,20.274419,20.245918,20.23599,20.233656
7.2565634,2.3273733e-09,21.298303,20.697695,20.41602,20.297195,20.267955,20.255573,23.057087,21.294817,20.616613,20.387833,20.286313,20.253727,23.507093,21.611056,20.667195,20.402545,20.275366,20.246722,20.236739,20.234391
7.2882581,2.4007533e-09,21.303148,20.700983,20.418354,20.299243,20.269814,20.257373,23.060128,21.299727,20.619643,20.390087,20.288342,20.255563,23.521221,21.616759,20.670768,20.405053,20.277286,20.248494,20.238457,20.236095
7.3199527,2.4639844e-09,21.306938,20.703412,20.419861,20.300476,20.270863,20.258361,23.060342,21.303587,20.621835,20.391514,20.289558,20.25659,23.529528,21.621203,20.67346,20.40673,20.278393,20.249456,20.239366,20.23699
7.3548169,2.5488985e-09,21.31186,20.706731,20.422116,20.302419,20.272604,20.260038,23.062711,21.308602,20.624874,20.393671,20.291484,20.25831,23.542021,21.626953,20.677057,20.409178,20.280202,20.251105,20.240955,20.238563
7.389681,2.625887e-09,21.316471,20.709495,20.423772,20.303791,20.273793,20.261164,23.068426,21.314844,20.628121,20.395552,20.292942,20.259505,23.557442,21.633561,20.680533,20.411232,20.281497,20.252217,20.242002,20.239594
7.4280315,2.723108e-09,21.322149,20.713072,20.426084,20.305782,20.275585,20.262887,23.076193,21.322327,20.632212,20.398103,20.29503,20.261306,23.57661,21.641514,20.684879,20.413986,20.283408,20.253927,20.24364,20.241212
7.4663821,2.8103905e-09,21.327141,20.716114,20.427876,20.307255,20.276864,20.264098,23.081882,21.329129,20.63578,20.400127,20.296604,20.262596,23.591696,21.648657,20.688668,20.416217,20.284806,20.255125,20.244766,20.242321
7.5047326,2.9078277e-09,21.33191,20.719647,20.430286,20.309301,20.278665,20.265825,23.085318,21.335171,20.639334,20.402443,20.298623,20.264379,23.60659,21.655218,20.692584,20.418809,20.286681,20.256823,20.2464,20.243937
7.5367368,2.9711872e-09,21.335024,20.721902,20.431634,20.310348,20.279513,20.266614,23.085806,21.339362,20.641629,20.403711,20.299652,20.265214,23.614306,21.65967,20.69514,20.420302,20.28759,20.257587,20.24711,20.244633
7.568741,3.0555318e-09,21.339414,20.725233,20.433988,20.312384,20.28135,20.26839,23.089754,21.344844,20.644974,20.405978,20.30167,20.267039,23.628842,21.665612,20.698768,20.422807,20.289491,20.25934,20.24881,20.246318
7.5945326,3.0991011e-09,21.342431,20.727122,20.435023,20.313153,20.281961,20.268953,23.09171,21.348293,20.64678,20.406926,20.302424,20.26764,23.639944,21.669721,20.700807,20.423944,20.290151,20.259883,20.249309,20.246806
7.6203241,3.1684835e-09,21.346865,20.730199,20.437171,20.315017,20.283667,20.27061,23.097509,21.35317,20.649744,20.40898,20.304275,20.269337,23.658556,21.675489,20.704035,20.426203,20.291911,20.261521,20.250903,20.248389
7.6461157,3.2106879e-09,21.350021,20.732232,20.438331,20.315903,20.284398,20.271294,23.09979,21.356774,20.651694,20.41005,20.305149,20.27006,23.670379,21.679744,20.706202,20.427463,20.292693,20.262186,20.251525,20.248998
7.6744864,3.2720956e-09,21.354323,20.735193,20.440283,20.31754,20.285866,20.272708,23.102476,21.361648,20.654613,20.411915,20.306776,20.271519,23.681886,21.68511,20.709286,20.429525,20.294217,20.263579,20.25287,20.25033
7.7056941,3.3235348e-09,21.358406,20.737931,20.441933,20.318846,20.286989,20.273775,23.103614,21.366366,20.657322,20.41347,20.308073,20.272634,23.691047,21.690238,20.712142,20.431291,20.295402,20.264621,20.253859,20.251306
7.7400227,3.3874829e-09,21.363313,20.741313,20.444091,20.320617,20.288562,20.275284,23.105906,21.371978,20.660674,20.415523,20.309837,20.274198,23.70345,21.696358,20.715644,20.433577,20.297044,20.266104,20.255285,20.252716
7.7743512,3.4435487e-09,21.368063,20.744493,20.44603,20.322165,20.289914,20.276574,23.108392,21.377194,20.66378,20.41735,20.311379,20.275543,23.713559,21.702104,20.718904,20.435638,20.298465,20.267367,20.25649,20.253906
7.8086798,3.504951e-09,21.373042,20.747891,20.448169,20.323903,20.291461,20.278057,23.111403,21.382647,20.667113,20.419374,20.313115,20.277084,23.725081,21.708113,20.72237,20.437897,20.300081,20.268826,20.25789,20.25529
7.8430083,3.5591361e-09,21.377738,20.751078,20.450104,20.325433,20.292802,20.279337,23.11349,21.387823,20.670254,20.421192,20.314644,20.27842,23.734923,21.713799,20.725613,20.439946,20.301492,20.270079,20.259086,20.25647
7.8807697,3.6203292e-09,21.382441,20.754545,20.452284,20.327172,20.294316,20.280794,23.109808,21.391385,20.672972,20.422976,20.316328,20.279949,23.739426,21.718063,20.728563,20.441996,20.303046,20.271504,20.260461,20.25783
7.9185311,3.6767546e-09,21.386976,20.757897,20.454352,20.32879,20.295712,20.282133,23.105578,21.394784,20.675589,20.424643,20.317893,20.281361,23.743283,21.722146,20.731383,20.443925,20.304481,20.272811,20.261718,20.259073
7.9562925,3.7400957e-09,21.391659,20.761394,20.456555,20.330532,20.297233,20.283598,23.101624,21.398334,20.67836,20.426441,20.319582,20.282899,23.748363,21.726409,20.734335,20.44598,20.306042,20.274244,20.263101,20.260441
7.9940539,3.8107511e-09,21.396078,20.764517,20.458511,20.332152,20.298709,20.285023,23.099578,21.402614,20.681441,20.42833,20.32127,20.284409,23.755019,21.731028,20.737354,20.448041,20.307578,20.275644,20.264448,20.261773
8.0318154,3.8963537e-09,21.400618,20.767759,20.460577,20.333869,20.300283,20.286547,23.097737,21.407006,20.684644,20.430323,20.323057,20.286018,23.762731,21.735786,20.740477,20.450202,20.309214,20.277143,20.265894,20.263203
8.0695768,3.9921078e-09,21.40508,20.770958,20.462598,20.335529,20.301803,20.288015,23.095613,21.411314,20.68781,20.432265,20.324789,20.287573,23.770303,21.740464,20.743537,20.452306,20.310794,20.278587,20.267285,20.264579
8.1073382,4.0974033e-09,21.408613,20.773906,20.464532,20.337117,20.303255,20.289417,23.091359,21.415378,20.690917,20.434147,20.326455,20.289062,23.772,21.744146,20.746424,20.454324,20.312304,20.279963,20.268609,20.265888
8.1450996,4.2125476e-09,21.41221,20.776925,20.46653,20.338756,20.30476,20.290872,23.087342,21.419497,20.694097,20.436088,20.328174,20.290605,23.774121,21.747913,20.749365,20.456395,20.313867,20.281392,20.269986,20.267249
8.182861,4.3362218e-09,21.415895,20.780035,20.468613,20.340463,20.306335,20.292398,23.083698,21.423703,20.69737,20.438108,20.329964,20.29222,23.776615,21.751794,20.752382,20.458538,20.315501,20.282892,20.271434,20.268681
8.2206224,4.4610747e-09,21.419538,20.783127,20.470683,20.342146,20.307888,20.293901,23.080518,21.427438,20.700484,20.440083,20.331729,20.293813,23.781744,21.75559,20.755359,20.460655,20.317112,20.28437,20.272859,20.270091
8.2583838,4.5849276e-09,21.42316,20.786219,20.472755,20.343815,20.309431,20.295394,23.077488,21.431154,20.703602,20.442058,20.333483,20.295397,23.786361,21.759366,20.75832,20.462759,20.318713,20.285837,20.274274,20.271491
8.2961452,4.7055711e-09,21.426712,20.78927,20.474791,20.345434,20.310927,20.29684,23.074466,21.434804,20.706685,20.443996,20.335189,20.296935,23.790049,21.763065,20.761226,20.464814,20.320265,20.287257,20.275642,20.272844
8.3339066,4.8216573e-09,21.430034,20.792206,20.476733,20.346951,20.312322,20.298185,23.070378,21.438278,20.709685,20.445841,20.336794,20.298372,23.792579,21.766642,20.764026,20.466764,20.321714,20.288575,20.276909,20.274095
8.371668,4.936487e-09,21.433334,20.795141,20.478681,20.348456,20.313709,20.299522,23.06648,21.441732,20.712689,20.44769,20.338391,20.299802,23.794646,21.770194,20.766814,20.468704,20.323155,20.289884,20.278167,20.275339
8.4094294,5.0491916e-09,21.43658,20.798048,20.48061,20.349928,20.315065,20.300829,23.062682,21.44514,20.715671,20.449519,20.339956,20.301202,23.796161,21.773686,20.769563,20.470611,20.324565,20.291163,20.279395,20.276551
8.4471908,5.1599427e-09,21.439569,20.80077,20.482461,20.351367,20.316399,20.302118,23.059909,21.449101,20.718883,20.451411,20.341509,20.302579,23.798138,21.777656,20.772515,20.472603,20.325985,20.292433,20.280607,20.277747
8.4849522,5.2764236e-09,21.442758,20.80367,20.484488,20.352965,20.317895,20.303569,23.057808,21.453262,20.722275,20.453477,20.343221,20.304117,23.800916,21.781843,20.775637,20.474756,20.327565,20.293863,20.281979,20.279103
8.5227136,5.3906132e-09,21.445916,20.806554,20.48651,20.35454,20.319371,20.304999,23.055725,21.457396,20.725661,20.455533,20.344912,20.305636,23.803254,21.785979,20.778733,20.476888,20.329125,20.295273,20.283332,20.280439
8.560475,5.5044445e-09,21.450271,20.810097,20.488849,20.356241,20.320898,20.306478,23.055181,21.462131,20.729254,20.457666,20.346641,20.307196,23.807643,21.790985,20.782179,20.479182,20.330751,20.296732,20.284729,20.281819
8.5982364,5.6205532e-09,21.454795,20.813792,20.491339,20.358076,20.32256,20.308093,23.055024,21.467031,20.732995,20.459946,20.348504,20.308891,23.812563,21.796163,20.785768,20.481612,20.332513,20.298326,20.28626,20.283334
8.6359978,5.7294292e-09,21.459118,20.817332,20.493695,20.35976,20.324074,20.309561,23.054351,21.471732,20.736586,20.46209,20.350219,20.310441,23.81676,21.801093,20.789192,20.48389,20.334126,20.299772,20.287645,20.284702
