Time,soot,soot01,soot02,soot03,soot04,soot05,soot06,soot07,soot08,soot09,soot10,soot11,soot12,soot13,soot14,soot15,soot16,soot17,soot18,soot19,soot20,soot21,soot22,soot23,soot24,soot25,soot26,soot27,soot28,soot29,soot30,soot31,soot32,soot33,soot34,soot35,soot36,soot37,soot38,soot39,soot40,soot41,soot42,soot43,soot44,soot45,soot46,soot47,soot48,soot49,soot50,soot51,soot52,soot53,soot54,soot55,soot56,soot57,soot58,soot59,soot60,soot61,soot62,soot63,soot64,soot65,soot66,soot67,soot68,soot69,soot70,soot71,soot72,soot73,soot74,soot75,soot76,soot77,soot78,soot79,soot80,soot81,soot82,soot83,soot84,soot85,soot86,soot87,soot88,soot89,soot90,soot91,soot92,soot93,soot94,soot95,soot96,soot97,soot98,soot99,soot100,soot101,soot102,soot103,soot104,soot105,soot106,soot107,soot108,soot109,soot110,soot111,soot112,soot113,soot114,soot115,soot116,soot117,soot118,soot119,soot120,soot121,soot122,soot123,soot124,soot125,soot126,soot127,soot128,soot129,soot130,soot131,soot132,soot133,soot134,soot135,soot136,soot137,soot138,soot139,soot140,soot141,soot142,soot143,soot144,soot145,soot146,soot147,soot148,soot149,soot150,soot151,soot152,soot153,soot154,soot155,soot156,soot157,soot158,soot159,soot160,soot161,soot162,soot163,soot164,soot165,soot166,soot167,soot168,soot169,soot170,soot171,soot172,soot173,soot174,soot175,soot176,soot177,soot178,soot179,soot180,soot181,soot182,soot183,soot184,soot185,soot186,soot187,soot188,soot189,soot190,soot191,soot192,soot193,soot194,soot195,soot196,soot197,soot198,soot199,soot200,soot201,soot202,soot203,soot204,soot205,soot206,soot207,soot208,soot209,soot210,soot211,soot212,soot213,soot214,soot215,soot216,soot217,soot218,soot219,soot220,soot221,soot222,soot223,soot224,soot225,soot226,soot227,soot228,soot229,soot230,soot231,soot232,soot233,soot234,soot235,soot236,soot237,soot238,soot239,soot240,soot241,soot242,soot243,soot244,soot246,soot247,soot248,soot249,soot250,soot251,soot252,soot253,soot254,soot255,soot256,soot257,soot258,soot259,soot260,soot261,soot262,soot263,soot264,soot265,soot266,soot268,soot269,soot270,soot271
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39916245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.79832489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.90039879,0.00034272177,6.4511489e-06,0.0003990836,3.3804383e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6698473e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0126801,0.00034369151,9.752935e-05,0.00039971336,5.0367316e-05,3.3788351e-08,7.780268e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0083138e-11,8.426662e-07,4.8765171e-05,8.4015032e-07,1.5204252e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.107449e-11,3.9814899e-08,9.2609937e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0430922,0.00034717269,0.00010006072,0.00040001817,5.0403646e-05,7.1924296e-08,6.4850633e-12,9.5107121e-17,1.6174896e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0092607e-20,1.0678593e-14,3.1771988e-10,1.374199e-06,4.9606693e-05,1.3713195e-06,4.7724378e-10,1.8135288e-14,4.8168631e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.935420199999999e-20,2.4702641e-14,3.1821081e-10,8.1674702e-08,6.2203911e-12,8.533591000000001e-17,6.2185648e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5706394e-20,6.2677856e-15,1.2942064e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0735042,0.00034828663,0.00010131234,0.00040094211,5.1440786e-05,1.4976518e-07,2.8000813e-11,1.1166772e-15,1.6459663e-20,1.751202e-25,2.1875135e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1095061000000002e-27,2.4742618999999998e-23,2.1574155e-18,1.0999447e-13,1.6543413e-09,3.5486461e-06,5.0280574e-05,3.536895e-06,1.8151861e-09,1.3640009e-13,4.0371943e-18,5.2665617e-23,9.6779495e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4714973e-26,1.6439425000000002e-22,6.105298299999999e-18,1.5155415e-13,1.7143656e-09,1.6665846e-07,2.8477606e-11,7.144309900000001e-16,7.3163384e-21,6.1817411e-26,5.6444225e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9443451999999996e-18,8.9604237e-14,1.2038748999999999e-18,1.0523343e-23,1.6737193000000002e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3838016e-23,1.4076592000000002e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6066602e-22,3.5535315e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7831745e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1069575,0.00034903578,0.0001020273,0.00040101732,5.1615646e-05,2.4937069e-07,6.297708e-11,4.5541042e-15,1.7045585e-19,3.4568600000000005e-24,9.2007619e-28,1.3911933e-31,5.3066471e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2382912e-33,2.1280921e-29,7.1791953e-26,3.6450096e-22,1.4721344e-17,3.1857587e-13,3.4761429e-09,5.4096951e-06,5.1956896e-05,5.3840538e-06,4.6749068e-09,5.2442943e-13,3.3283859e-17,9.3984135e-22,2.1980769e-25,8.4754419e-29,6.401272199999999e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.337217600000001e-32,3.2929642000000002e-28,7.357623099999999e-25,2.6154974e-21,4.9343505e-17,5.9175131e-13,3.6803307e-09,2.7921901e-07,6.3290521e-11,2.7243101e-15,6.1202111e-20,8.574326499999999e-25,2.6975548e-28,6.221594e-32,5.2427746e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9322195e-17,2.7189599e-13,9.863873899999999e-18,1.8609101e-22,3.5850757000000004e-26,6.8900177e-30,5.1959621e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0613467000000001e-21,2.2141551e-25,7.926948e-29,1.3485013e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2127059e-21,6.068553e-25,3.2169958e-28,7.8467445e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6461809e-25,4.8658429e-28,1.1080287000000001e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.499311400000001e-28,1.3574492000000001e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7816107e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1437561,0.00035057558,0.00010264296,0.00040125535,5.3717447e-05,3.6180227e-07,1.0856495e-10,1.0717301e-14,6.651418e-19,2.6309129e-23,2.6925019e-26,1.3220565e-29,1.7362701999999998e-33,2.0103288e-37,8.4739485e-42,0.0,0.0,0.0,0.0,0.0,9.0689199e-40,2.9774028999999997e-35,2.2182656e-31,9.8081665e-28,6.6538384e-25,2.1490792e-21,5.1566520000000003e-17,7.4683131e-13,6.6033709e-09,8.1231013e-06,5.3236578e-05,8.1214348e-06,9.085903e-09,1.2975955e-12,1.1626646e-16,5.7340258e-21,1.3282053000000001e-24,3.028268e-27,1.0100109e-30,2.4830396e-34,1.7245472e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3476330999999998e-37,1.6959561999999998e-33,6.4396158e-30,6.018610700000001e-27,2.4756427000000003e-24,1.6816913e-20,1.8324324e-16,1.5199174e-12,7.1219136e-09,4.0729415e-07,1.0673722e-10,5.9479944e-15,2.1716115e-19,5.9833285000000004e-24,7.2731309e-27,5.3068268000000004e-30,1.4461467e-33,1.7019111999999998e-37,1.2401851999999998e-41,0.0,0.0,0.0,0.0,0.0,1.4569649000000002e-16,6.7992306e-13,3.4631566e-17,1.1662577e-21,7.2135695e-25,5.9611291e-28,1.3443144e-31,1.9810883e-35,1.7925238e-39,0.0,0.0,0.0,0.0,0.0,0.0,6.8578315e-21,1.0553696e-24,2.1936051e-27,1.4715581e-30,5.1012779e-34,7.373416600000001e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4542107e-20,3.6295155e-24,6.1265221e-27,6.8091057e-30,2.4040792e-33,3.044974e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3343615e-24,1.1078392000000001e-26,1.0848439999999999e-29,3.4286153e-33,6.146602099999999e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3658681e-26,1.3828970999999998e-29,6.7876873e-33,1.0995771e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5016691e-29,8.3146539e-33,1.2895738e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3718802e-33,1.2131469999999999e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.227352299999999e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1842346,0.00035086607,0.0001088915,0.00040357271,5.3914216e-05,5.1401531e-07,1.8113302e-10,2.2376856e-14,1.8834825999999997e-18,1.0800054000000001e-22,1.4417853e-25,1.2579932e-28,4.9808532e-32,1.759219e-35,2.9356843e-39,1.0332653e-43,1.1140248e-48,0.0,1.7234778e-47,4.0108033000000003e-42,1.4199832999999998e-37,1.2055283e-33,2.9102035e-30,2.7779234e-27,9.7786888e-25,8.0115613e-21,1.3480108000000002e-16,1.5294018e-12,1.1328972e-08,1.1406606e-05,5.4007903e-05,1.144971e-05,1.6735477e-08,2.910817e-12,3.2991059e-16,2.2055093e-20,2.6028633e-24,8.0808778e-27,9.9293328e-30,8.9799965e-33,2.8532878e-36,2.909979e-40,9.3994463e-45,0.0,0.0,0.0,0.0,0.0,1.0279582e-43,2.9227964e-39,1.3730877e-35,4.1737167000000005e-32,4.3845906e-29,1.7580592e-26,6.3356900000000004e-24,6.7385377e-20,5.4662049e-16,3.5325878e-12,1.2433705e-08,5.7957656e-07,1.7478017e-10,1.2103745e-14,5.8487253e-19,2.2808659e-23,3.8656577000000003e-26,5.3367752e-29,4.954502500000001e-32,1.6496351e-35,4.0961185e-39,3.2098347999999997e-43,1.2663828999999998e-47,0.0,0.0,0.0,4.3545317000000003e-16,1.4664328e-12,9.7647278e-17,4.4963723000000004e-21,1.2232123e-24,3.3747867000000004e-27,3.2843305e-30,1.7681854e-33,5.390325099999999e-37,8.893459699999999e-41,3.8900089e-45,0.0,0.0,0.0,0.0,2.7617952e-20,3.4874241000000005e-24,7.2696857e-27,1.2664555e-29,1.7664117000000002e-32,9.8628621e-36,2.4336348e-39,2.2938992e-43,0.0,0.0,0.0,0.0,0.0,5.9102645e-20,7.7348362e-24,2.6921409000000004e-26,5.5564035e-29,5.9275608e-32,3.0316108e-35,8.2604157e-39,1.1296082e-42,0.0,0.0,0.0,0.0,0.0,0.0,9.489058600000001e-24,3.519434e-26,8.2445775e-29,7.9699089e-32,5.9858662e-35,1.4030929000000002e-38,1.4210902000000001e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8557260000000005e-26,9.273911e-29,1.6046289e-31,1.1562672e-34,3.0795376e-38,5.5176563e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0060153e-28,1.8520426000000001e-31,1.2444124e-34,3.8813219000000004e-38,3.7876976000000004e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.115354900000001e-32,1.1408337e-34,2.3457524000000002e-38,2.8570897e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6249023e-35,3.1759821e-38,4.9394216e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0036323000000001e-38,3.6379559e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.882029099999999e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
