UTC时间,卫星,速度 (公里/小时),航向 (度),纬度,经度,GPS卫星,Glonass卫星,BrakeTrigger,高度 (米),速度品质 (公里/小时),垂直速度 (公里/小时),触发事件时间 (s),解决方案类型,Elapsed time (s),Distance (米),Lateral acceleration (G),Longitudinal acceleration (G),Relative height (米),Radius of turn (米),DIS33 (米),v (公里/小时),oil (ml),IMU Kalman Filter Status,CustomBrakeTrigger_|_ContextSpecificChannel_|_2d058a7d-adf4-4854-8fa0-2a376f2a4032,Centre Line Deviation_|_ContextSpecificChannel_|_2d058a7d-adf4-4854-8fa0-2a376f2a4032 (米)
001640.140,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.54,0.00,0.00,0.00,0.00,0.00,82.20,79.72,133.06999206543,0,0,0.00
001640.150,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.55,0.00,0.00,0.00,0.00,0.00,82.31,79.49,133.110000610352,0,0,0.00
001640.160,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.56,0.00,0.00,0.00,0.00,0.00,82.41,80.35,133.149993896484,0,0,0.00
001640.170,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.57,0.00,0.00,0.00,0.00,0.00,82.52,81.06,133.190002441406,0,0,0.00
001640.180,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.58,0.00,0.00,0.00,0.00,0.00,82.63,81.18,133.229995727539,0,0,0.00
001640.190,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.59,0.00,0.00,0.00,0.00,0.00,82.73,81.36,133.259994506836,0,0,0.00
001640.200,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.60,0.00,0.00,0.00,0.00,0.00,82.84,82.02,133.300003051758,0,0,0.00
001640.210,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.61,0.00,0.00,0.00,0.00,0.00,82.96,80.94,133.330001831055,0,0,0.00
001640.220,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.62,0.00,0.00,0.00,0.00,0.00,83.06,80.82,133.369995117188,0,0,0.00
001640.230,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.63,0.00,0.00,0.00,0.00,0.00,83.16,79.95,133.399993896484,0,0,0.00
001640.240,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.64,0.00,0.00,0.00,0.00,0.00,83.27,79.60,133.429992675781,0,0,0.00
001640.250,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.65,0.00,0.00,0.00,0.00,0.00,83.37,80.30,133.459991455078,0,0,0.00
001640.260,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.66,0.00,0.00,0.00,0.00,0.00,83.48,81.18,133.5,0,0,0.00
001640.270,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.67,0.00,0.00,0.00,0.00,0.00,83.60,81.00,133.529998779297,0,0,0.00
001640.280,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.68,0.00,0.00,0.00,0.00,0.00,83.71,81.18,133.56999206543,0,0,0.00
001640.290,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.69,0.00,0.00,0.00,0.00,0.00,83.82,81.90,133.599990844727,0,0,0.00
001640.300,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.70,0.00,0.00,0.00,0.00,0.00,83.92,81.12,133.629989624023,0,0,0.00
001640.310,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.71,0.00,0.00,0.00,0.00,0.00,84.02,81.36,133.660003662109,0,0,0.00
001640.320,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.72,0.00,0.00,0.00,0.00,0.00,84.13,80.35,133.690002441406,0,0,0.00
001640.330,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.73,0.00,0.00,0.00,0.00,0.00,84.24,79.89,133.729995727539,0,0,0.00
001640.340,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.74,0.00,0.00,0.00,0.00,0.00,84.35,79.89,133.759994506836,0,0,0.00
001640.350,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.75,0.00,0.00,0.00,0.00,0.00,84.47,81.30,133.800003051758,0,0,0.00
001640.360,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.76,0.00,0.00,0.00,0.00,0.00,84.57,81.30,133.839996337891,0,0,0.00
001640.370,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.77,0.00,0.00,0.00,0.00,0.00,84.68,81.48,133.869995117188,0,0,0.00
001640.380,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.78,0.00,0.00,0.00,0.00,0.00,84.79,82.20,133.910003662109,0,0,0.00
001640.390,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.79,0.00,0.00,0.00,0.00,0.00,84.90,81.84,133.940002441406,0,0,0.00
001640.400,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.80,0.00,0.00,0.00,0.00,0.00,84.99,81.36,133.970001220703,0,0,0.00
001640.410,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.81,0.00,0.00,0.00,0.00,0.00,85.10,80.59,134.009994506836,0,0,0.00
001640.420,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.82,0.00,0.00,0.00,0.00,0.00,85.22,79.89,134.039993286133,0,0,0.00
001640.430,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.83,0.00,0.00,0.00,0.00,0.00,85.33,80.18,134.080001831055,0,0,0.00
001640.440,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.84,0.00,0.00,0.00,0.00,0.00,85.43,81.42,134.110000610352,0,0,0.00
001640.450,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.85,0.00,0.00,0.00,0.00,0.00,85.54,81.36,134.139999389648,0,0,0.00
001640.460,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.86,0.00,0.00,0.00,0.00,0.00,85.64,81.54,134.169998168945,0,0,0.00
001640.470,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.87,0.00,0.00,0.00,0.00,0.00,85.76,81.72,134.199996948242,0,0,0.00
001640.480,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.88,0.00,0.00,0.00,0.00,0.00,85.87,82.82,134.229995727539,0,0,0.00
001640.490,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.89,0.00,0.00,0.00,0.00,0.00,85.97,81.42,134.259994506836,0,0,0.00
