UTC时间,卫星,速度 (公里/小时),航向 (度),纬度,经度,GPS卫星,Glonass卫星,BrakeTrigger,高度 (米),速度品质 (公里/小时),垂直速度 (公里/小时),触发事件时间 (s),解决方案类型,Elapsed time (s),Distance (米),Lateral acceleration (G),Longitudinal acceleration (G),Relative height (米),Radius of turn (米),DIS33 (米),v (公里/小时),oil (ml),IMU Kalman Filter Status,CustomBrakeTrigger_|_ContextSpecificChannel_|_2d058a7d-adf4-4854-8fa0-2a376f2a4032,Centre Line Deviation_|_ContextSpecificChannel_|_2d058a7d-adf4-4854-8fa0-2a376f2a4032 (米)
001638.830,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.23,0.00,0.00,0.00,0.00,0.00,68.53,76.26,127.729995727539,0,0,0.00
001638.840,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.24,0.00,0.00,0.00,0.00,0.00,68.64,76.15,127.759994506836,0,0,0.00
001638.850,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.25,0.00,0.00,0.00,0.00,0.00,68.74,76.00,127.799995422363,0,0,0.00
001638.860,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.26,0.00,0.00,0.00,0.00,0.00,68.84,76.15,127.839996337891,0,0,0.00
001638.870,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.27,0.00,0.00,0.00,0.00,0.00,68.94,76.26,127.879997253418,0,0,0.00
001638.880,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.28,0.00,0.00,0.00,0.00,0.00,69.04,76.21,127.919998168945,0,0,0.00
001638.890,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.29,0.00,0.00,0.00,0.00,0.00,69.13,75.43,127.969993591309,0,0,0.00
001638.900,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.30,0.00,0.00,0.00,0.00,0.00,69.24,75.63,128.009994506836,0,0,0.00
001638.910,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.31,0.00,0.00,0.00,0.00,0.00,69.34,76.31,128.050003051758,0,0,0.00
001638.920,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.32,0.00,0.00,0.00,0.00,0.00,69.44,76.74,128.089996337891,0,0,0.00
001638.930,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.33,0.00,0.00,0.00,0.00,0.00,69.54,76.74,128.129989624023,0,0,0.00
001638.940,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.34,0.00,0.00,0.00,0.00,0.00,69.64,76.21,128.169998168945,0,0,0.00
001638.950,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.35,0.00,0.00,0.00,0.00,0.00,69.75,76.15,128.209991455078,0,0,0.00
001638.960,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.36,0.00,0.00,0.00,0.00,0.00,69.85,76.36,128.25,0,0,0.00
001638.970,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.37,0.00,0.00,0.00,0.00,0.00,69.96,76.36,128.289993286133,0,0,0.00
001638.980,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.38,0.00,0.00,0.00,0.00,0.00,70.05,76.31,128.330001831055,0,0,0.00
001638.990,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.39,0.00,0.00,0.00,0.00,0.00,70.16,75.84,128.369995117188,0,0,0.00
001639.000,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.40,0.00,0.00,0.00,0.00,0.00,70.25,75.95,128.410003662109,0,0,0.00
001639.010,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.41,0.00,0.00,0.00,0.00,0.00,70.36,76.68,128.440002441406,0,0,0.00
001639.020,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.42,0.00,0.00,0.00,0.00,0.00,70.46,77.06,128.479995727539,0,0,0.00
001639.030,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.43,0.00,0.00,0.00,0.00,0.00,70.57,77.00,128.509994506836,0,0,0.00
001639.040,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.44,0.00,0.00,0.00,0.00,0.00,70.67,76.47,128.550003051758,0,0,0.00
001639.050,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.45,0.00,0.00,0.00,0.00,0.00,70.76,76.84,128.589996337891,0,0,0.00
001639.060,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.46,0.00,0.00,0.00,0.00,0.00,70.87,76.95,128.619995117188,0,0,0.00
001639.070,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.47,0.00,0.00,0.00,0.00,0.00,70.98,76.90,128.660003662109,0,0,0.00
001639.080,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.48,0.00,0.00,0.00,0.00,0.00,71.08,76.68,128.699996948242,0,0,0.00
001639.090,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.49,0.00,0.00,0.00,0.00,0.00,71.18,76.26,128.739990234375,0,0,0.00
001639.100,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.50,0.00,0.00,0.00,0.00,0.00,71.28,76.52,128.779998779297,0,0,0.00
001639.110,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.51,0.00,0.00,0.00,0.00,0.00,71.38,77.22,128.81999206543,0,0,0.00
001639.120,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.52,0.00,0.00,0.00,0.00,0.00,71.48,77.49,128.860000610352,0,0,0.00
001639.130,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.53,0.00,0.00,0.00,0.00,0.00,71.59,77.65,128.899993896484,0,0,0.00
001639.140,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.54,0.00,0.00,0.00,0.00,0.00,71.69,77.11,128.949996948242,0,0,0.00
001639.150,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.55,0.00,0.00,0.00,0.00,0.00,71.79,77.22,128.989990234375,0,0,0.00
001639.160,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.56,0.00,0.00,0.00,0.00,0.00,71.89,77.32,129.029998779297,0,0,0.00
001639.170,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.57,0.00,0.00,0.00,0.00,0.00,71.99,77.16,129.080001831055,0,0,0.00
001639.180,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.58,0.00,0.00,0.00,0.00,0.00,72.10,76.79,129.119995117188,0,0,0.00
001639.190,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.59,0.00,0.00,0.00,0.00,0.00,72.21,76.58,129.160003662109,0,0,0.00
001639.200,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.60,0.00,0.00,0.00,0.00,0.00,72.30,77.11,129.209991455078,0,0,0.00
001639.210,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.61,0.00,0.00,0.00,0.00,0.00,72.42,77.43,129.239990234375,0,0,0.00
001639.220,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.62,0.00,0.00,0.00,0.00,0.00,72.51,78.14,129.289993286133,0,0,0.00
001639.230,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.63,0.00,0.00,0.00,0.00,0.00,72.62,78.03,129.31999206543,0,0,0.00
001639.240,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.64,0.00,0.00,0.00,0.00,0.00,72.72,77.49,129.360000610352,0,0,0.00
001639.250,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.65,0.00,0.00,0.00,0.00,0.00,72.83,77.49,129.399993896484,0,0,0.00
001639.260,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.66,0.00,0.00,0.00,0.00,0.00,72.94,77.54,129.440002441406,0,0,0.00
001639.270,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.67,0.00,0.00,0.00,0.00,0.00,73.02,77.49,129.479995727539,0,0,0.00
001639.280,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.68,0.00,0.00,0.00,0.00,0.00,73.13,76.95,129.520004272461,0,0,0.00
001639.290,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.69,0.00,0.00,0.00,0.00,0.00,73.24,77.11,129.550003051758,0,0,0.00
001639.300,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.70,0.00,0.00,0.00,0.00,0.00,73.34,77.43,129.599990844727,0,0,0.00
001639.310,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.71,0.00,0.00,0.00,0.00,0.00,73.44,78.14,129.629989624023,0,0,0.00
001639.320,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.72,0.00,0.00,0.00,0.00,0.00,73.55,78.14,129.669998168945,0,0,0.00
001639.330,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.73,0.00,0.00,0.00,0.00,0.00,73.66,78.14,129.709991455078,0,0,0.00
001639.340,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.74,0.00,0.00,0.00,0.00,0.00,73.75,77.76,129.75,0,0,0.00
001639.350,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.75,0.00,0.00,0.00,0.00,0.00,73.86,78.09,129.789993286133,0,0,0.00
001639.360,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.76,0.00,0.00,0.00,0.00,0.00,73.96,77.81,129.839996337891,0,0,0.00
001639.370,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.77,0.00,0.00,0.00,0.00,0.00,74.07,77.49,129.879989624023,0,0,0.00
001639.380,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.78,0.00,0.00,0.00,0.00,0.00,74.17,76.74,129.919998168945,0,0,0.00
001639.390,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.79,0.00,0.00,0.00,0.00,0.00,74.27,77.43,129.970001220703,0,0,0.00
001639.400,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.80,0.00,0.00,0.00,0.00,0.00,74.38,77.65,130.009994506836,0,0,0.00
001639.410,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.81,0.00,0.00,0.00,0.00,0.00,74.47,78.14,130.059997558594,0,0,0.00
001639.420,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.82,0.00,0.00,0.00,0.00,0.00,74.59,78.42,130.099990844727,0,0,0.00
001639.430,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.83,0.00,0.00,0.00,0.00,0.00,74.69,79.04,130.139999389648,0,0,0.00
001639.440,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.84,0.00,0.00,0.00,0.00,0.00,74.79,78.53,130.179992675781,0,0,0.00
001639.450,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.85,0.00,0.00,0.00,0.00,0.00,74.90,78.75,130.220001220703,0,0,0.00
001639.460,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.86,0.00,0.00,0.00,0.00,0.00,74.99,78.09,130.270004272461,0,0,0.00
001639.470,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.87,0.00,0.00,0.00,0.00,0.00,75.11,77.70,130.300003051758,0,0,0.00
001639.480,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.88,0.00,0.00,0.00,0.00,0.00,75.20,77.00,130.349990844727,0,0,0.00
001639.490,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.89,0.00,0.00,0.00,0.00,0.00,75.32,77.92,130.379989624023,0,0,0.00
001639.500,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.90,0.00,0.00,0.00,0.00,0.00,75.42,78.36,130.429992675781,0,0,0.00
001639.510,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.91,0.00,0.00,0.00,0.00,0.00,75.51,78.64,130.459991455078,0,0,0.00
001639.520,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.92,0.00,0.00,0.00,0.00,0.00,75.63,79.26,130.5,0,0,0.00
001639.530,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.93,0.00,0.00,0.00,0.00,0.00,75.73,79.49,130.539993286133,0,0,0.00
001639.540,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.94,0.00,0.00,0.00,0.00,0.00,75.84,79.04,130.580001831055,0,0,0.00
001639.550,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.95,0.00,0.00,0.00,0.00,0.00,75.94,78.98,130.619995117188,0,0,0.00
001639.560,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.96,0.00,0.00,0.00,0.00,0.00,76.04,78.25,130.660003662109,0,0,0.00
001639.570,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.97,0.00,0.00,0.00,0.00,0.00,76.15,77.60,130.699996948242,0,0,0.00
001639.580,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.98,0.00,0.00,0.00,0.00,0.00,76.25,77.76,130.75,0,0,0.00
001639.590,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,10.99,0.00,0.00,0.00,0.00,0.00,76.35,78.42,130.789993286133,0,0,0.00
001639.600,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.00,0.00,0.00,0.00,0.00,0.00,76.46,78.87,130.830001831055,0,0,0.00
001639.610,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.01,0.00,0.00,0.00,0.00,0.00,76.56,78.98,130.879989624023,0,0,0.00
001639.620,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.02,0.00,0.00,0.00,0.00,0.00,76.67,79.26,130.919998168945,0,0,0.00
001639.630,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.03,0.00,0.00,0.00,0.00,0.00,76.77,80.12,130.970001220703,0,0,0.00
001639.640,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.04,0.00,0.00,0.00,0.00,0.00,76.88,79.49,131.009994506836,0,0,0.00
001639.650,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.05,0.00,0.00,0.00,0.00,0.00,76.99,79.38,131.059997558594,0,0,0.00
001639.660,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.06,0.00,0.00,0.00,0.00,0.00,77.09,78.31,131.099990844727,0,0,0.00
001639.670,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.07,0.00,0.00,0.00,0.00,0.00,77.19,77.87,131.149993896484,0,0,0.00
001639.680,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.08,0.00,0.00,0.00,0.00,0.00,77.31,77.92,131.190002441406,0,0,0.00
001639.690,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.09,0.00,0.00,0.00,0.00,0.00,77.41,79.15,131.229995727539,0,0,0.00
001639.700,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.10,0.00,0.00,0.00,0.00,0.00,77.52,79.43,131.279998779297,0,0,0.00
001639.710,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.11,0.00,0.00,0.00,0.00,0.00,77.62,79.38,131.31999206543,0,0,0.00
001639.720,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.12,0.00,0.00,0.00,0.00,0.00,77.73,79.83,131.360000610352,0,0,0.00
001639.730,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.13,0.00,0.00,0.00,0.00,0.00,77.84,80.77,131.399993896484,0,0,0.00
001639.740,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.14,0.00,0.00,0.00,0.00,0.00,77.94,79.26,131.440002441406,0,0,0.00
001639.750,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.15,0.00,0.00,0.00,0.00,0.00,78.04,79.49,131.479995727539,0,0,0.00
001639.760,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.16,0.00,0.00,0.00,0.00,0.00,78.14,78.64,131.520004272461,0,0,0.00
001639.770,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.17,0.00,0.00,0.00,0.00,0.00,78.26,78.20,131.559997558594,0,0,0.00
001639.780,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.18,0.00,0.00,0.00,0.00,0.00,78.36,78.70,131.599990844727,0,0,0.00
001639.790,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.19,0.00,0.00,0.00,0.00,0.00,78.47,79.72,131.639999389648,0,0,0.00
001639.800,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.20,0.00,0.00,0.00,0.00,0.00,78.57,79.60,131.679992675781,0,0,0.00
001639.810,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.21,0.00,0.00,0.00,0.00,0.00,78.68,79.78,131.720001220703,0,0,0.00
001639.820,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.22,0.00,0.00,0.00,0.00,0.00,78.79,80.88,131.759994506836,0,0,0.00
001639.830,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.23,0.00,0.00,0.00,0.00,0.00,78.89,80.12,131.809997558594,0,0,0.00
001639.840,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.24,0.00,0.00,0.00,0.00,0.00,78.99,79.66,131.849990844727,0,0,0.00
001639.850,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.25,0.00,0.00,0.00,0.00,0.00,79.11,79.04,131.889999389648,0,0,0.00
001639.860,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.26,0.00,0.00,0.00,0.00,0.00,79.21,78.53,131.940002441406,0,0,0.00
001639.870,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.27,0.00,0.00,0.00,0.00,0.00,79.32,78.81,131.989990234375,0,0,0.00
001639.880,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.28,0.00,0.00,0.00,0.00,0.00,79.42,80.18,132.039993286133,0,0,0.00
001639.890,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.29,0.00,0.00,0.00,0.00,0.00,79.52,80.06,132.080001831055,0,0,0.00
001639.900,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.30,0.00,0.00,0.00,0.00,0.00,79.64,80.06,132.119995117188,0,0,0.00
001639.910,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.31,0.00,0.00,0.00,0.00,0.00,79.75,80.65,132.160003662109,0,0,0.00
001639.920,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.32,0.00,0.00,0.00,0.00,0.00,79.85,80.82,132.209991455078,0,0,0.00
001639.930,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.33,0.00,0.00,0.00,0.00,0.00,79.95,79.95,132.239990234375,0,0,0.00
001639.940,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.34,0.00,0.00,0.00,0.00,0.00,80.07,79.95,132.279998779297,0,0,0.00
001639.950,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.35,0.00,0.00,0.00,0.00,0.00,80.17,78.98,132.31999206543,0,0,0.00
001639.960,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.36,0.00,0.00,0.00,0.00,0.00,80.27,78.59,132.360000610352,0,0,0.00
001639.970,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.37,0.00,0.00,0.00,0.00,0.00,80.37,79.43,132.399993896484,0,0,0.00
001639.980,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.38,0.00,0.00,0.00,0.00,0.00,80.49,80.35,132.429992675781,0,0,0.00
001639.990,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.39,0.00,0.00,0.00,0.00,0.00,80.59,80.59,132.479995727539,0,0,0.00
001640.000,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.40,0.00,0.00,0.00,0.00,0.00,80.69,80.77,132.509994506836,0,0,0.00
001640.010,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.41,0.00,0.00,0.00,0.00,0.00,80.80,81.72,132.550003051758,0,0,0.00
001640.020,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.42,0.00,0.00,0.00,0.00,0.00,80.92,80.77,132.589996337891,0,0,0.00
001640.030,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.43,0.00,0.00,0.00,0.00,0.00,81.03,80.71,132.629989624023,0,0,0.00
001640.040,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.44,0.00,0.00,0.00,0.00,0.00,81.12,79.66,132.669998168945,0,0,0.00
001640.050,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.45,0.00,0.00,0.00,0.00,0.00,81.23,78.75,132.699996948242,0,0,0.00
001640.060,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.46,0.00,0.00,0.00,0.00,0.00,81.34,79.26,132.739990234375,0,0,0.00
001640.070,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.47,0.00,0.00,0.00,0.00,0.00,81.46,80.82,132.779998779297,0,0,0.00
001640.080,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.48,0.00,0.00,0.00,0.00,0.00,81.55,80.59,132.830001831055,0,0,0.00
001640.090,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.49,0.00,0.00,0.00,0.00,0.00,81.67,80.59,132.860000610352,0,0,0.00
001640.100,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.50,0.00,0.00,0.00,0.00,0.00,81.77,81.36,132.910003662109,0,0,0.00
001640.110,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.51,0.00,0.00,0.00,0.00,0.00,81.87,81.90,132.949996948242,0,0,0.00
001640.120,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.52,0.00,0.00,0.00,0.00,0.00,81.99,80.59,132.989990234375,0,0,0.00
001640.130,0,0.00,0.0,0°0.000000 北,0°0.000000 东,0,0,0,0.00,0.00,0.00,0.00,0,11.53,0.00,0.00,0.00,0.00,0.00,82.09,79.95,133.029998779297,0,0,0.00
